,file,flow_file,length,width,height,label
0,/mnt/d/Datasets/hmdb51_org/brush_hair/April_09_brush_hair_u_nm_np1_ba_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/April_09_brush_hair_u_nm_np1_ba_goo_0.avi,409,320.0,240.0,0
1,/mnt/d/Datasets/hmdb51_org/brush_hair/April_09_brush_hair_u_nm_np1_ba_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/April_09_brush_hair_u_nm_np1_ba_goo_1.avi,395,320.0,240.0,0
2,/mnt/d/Datasets/hmdb51_org/brush_hair/April_09_brush_hair_u_nm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/April_09_brush_hair_u_nm_np1_ba_goo_2.avi,323,320.0,240.0,0
3,/mnt/d/Datasets/hmdb51_org/brush_hair/atempting_to_brush_my_hair_brush_hair_u_nm_np2_le_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/atempting_to_brush_my_hair_brush_hair_u_nm_np2_le_goo_0.avi,157,320.0,240.0,0
4,/mnt/d/Datasets/hmdb51_org/brush_hair/atempting_to_brush_my_hair_brush_hair_u_nm_np2_le_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/atempting_to_brush_my_hair_brush_hair_u_nm_np2_le_goo_1.avi,130,320.0,240.0,0
5,/mnt/d/Datasets/hmdb51_org/brush_hair/Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np1_ba_goo_4.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np1_ba_goo_4.avi,246,416.0,240.0,0
6,/mnt/d/Datasets/hmdb51_org/brush_hair/Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np1_ri_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np1_ri_med_3.avi,159,416.0,240.0,0
7,/mnt/d/Datasets/hmdb51_org/brush_hair/Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_goo_0.avi,137,416.0,240.0,0
8,/mnt/d/Datasets/hmdb51_org/brush_hair/Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_goo_1.avi,359,416.0,240.0,0
9,/mnt/d/Datasets/hmdb51_org/brush_hair/Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_med_2.avi,191,416.0,240.0,0
10,/mnt/d/Datasets/hmdb51_org/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_ba_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_ba_med_3.avi,439,320.0,240.0,0
11,/mnt/d/Datasets/hmdb51_org/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_goo_1.avi,528,320.0,240.0,0
12,/mnt/d/Datasets/hmdb51_org/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_goo_2.avi,647,320.0,240.0,0
13,/mnt/d/Datasets/hmdb51_org/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_med_0.avi,260,320.0,240.0,0
14,/mnt/d/Datasets/hmdb51_org/brush_hair/Blonde_being_brushed_brush_hair_f_nm_np2_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Blonde_being_brushed_brush_hair_f_nm_np2_ri_med_0.avi,79,320.0,240.0,0
15,/mnt/d/Datasets/hmdb51_org/brush_hair/Blonde_being_brushed_brush_hair_u_cm_np2_ri_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Blonde_being_brushed_brush_hair_u_cm_np2_ri_med_1.avi,274,320.0,240.0,0
16,/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_1.avi,256,416.0,240.0,0
17,/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_2.avi,247,416.0,240.0,0
18,/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_4.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_4.avi,115,416.0,240.0,0
19,/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_le_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_le_goo_3.avi,181,416.0,240.0,0
20,/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_ri_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_ri_goo_0.avi,502,416.0,240.0,0
21,/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_h_cm_np2_ri_goo_6.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_h_cm_np2_ri_goo_6.avi,159,416.0,240.0,0
22,/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_h_nm_np2_ri_goo_5.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_h_nm_np2_ri_goo_5.avi,275,416.0,240.0,0
23,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_0.avi,458,416.0,240.0,0
24,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_1.avi,260,416.0,240.0,0
25,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_2.avi,243,416.0,240.0,0
26,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_brush_hair_f_cm_np2_ri_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_brush_hair_f_cm_np2_ri_goo_0.avi,201,320.0,240.0,0
27,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_brush_hair_f_nm_np2_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_brush_hair_f_nm_np2_ba_goo_2.avi,163,320.0,240.0,0
28,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_brush_hair_f_nm_np2_ba_goo_4.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_brush_hair_f_nm_np2_ba_goo_4.avi,178,320.0,240.0,0
29,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_brush_hair_f_nm_np2_ri_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_brush_hair_f_nm_np2_ri_goo_1.avi,231,320.0,240.0,0
30,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_brush_hair_f_nm_np2_ri_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_brush_hair_f_nm_np2_ri_goo_3.avi,153,320.0,240.0,0
31,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Hair_with_Beth_brush_hair_h_nm_np1_le_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Hair_with_Beth_brush_hair_h_nm_np1_le_goo_0.avi,214,320.0,240.0,0
32,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_1.avi,143,320.0,240.0,0
33,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_2.avi,312,320.0,240.0,0
34,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_0.avi,227,320.0,240.0,0
35,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1.avi,228,320.0,240.0,0
36,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_2.avi,348,320.0,240.0,0
37,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_fr_goo_0.avi,318,320.0,240.0,0
38,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_1.avi,144,320.0,240.0,0
39,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_2.avi,258,320.0,240.0,0
40,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_3.avi,105,320.0,240.0,0
41,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_0.avi,147,320.0,240.0,0
42,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1.avi,282,320.0,240.0,0
43,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_1.avi,331,320.0,240.0,0
44,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_2.avi,334,320.0,240.0,0
45,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_nm_np1_ba_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_nm_np1_ba_goo_0.avi,470,320.0,240.0,0
46,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2.avi,255,320.0,240.0,0
47,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_0.avi,212,320.0,240.0,0
48,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1.avi,420,320.0,240.0,0
49,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_1.avi,121,320.0,240.0,0
50,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_2.avi,295,320.0,240.0,0
51,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_fr_goo_0.avi,83,320.0,240.0,0
52,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_0.avi,222,320.0,240.0,0
53,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_1.avi,179,320.0,240.0,0
54,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2.avi,526,320.0,240.0,0
55,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_0.avi,268,320.0,240.0,0
