file,flow_file,length,width,height,label
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c01.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c01.avi,164,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c02.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c02.avi,123,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03.avi,259,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c04.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c04.avi,235,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c05.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c05.avi,296,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c06.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c06.avi,122,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c01.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c01.avi,170,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c02.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c02.avi,146,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c03.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c03.avi,216,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c04.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c04.avi,170,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c01.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c01.avi,209,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c02.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c02.avi,134,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c03.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c03.avi,115,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c04.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c04.avi,108,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c05.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c05.avi,146,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c06.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c06.avi,152,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c01.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c01.avi,126,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c02.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c02.avi,132,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c03.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c03.avi,114,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c04.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c04.avi,181,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c05.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c05.avi,106,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c06.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c06.avi,248,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c07.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c07.avi,158,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c01.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c01.avi,268,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c02.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c02.avi,264,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c03.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c03.avi,158,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c04.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c04.avi,186,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c05.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c05.avi,227,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c06.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c06.avi,115,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c07.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c07.avi,235,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c01.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c01.avi,139,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c02.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c02.avi,139,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c03.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c03.avi,245,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c04.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c04.avi,100,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c05.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c05.avi,281,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c06.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c06.avi,146,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c07.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c07.avi,167,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c01.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c01.avi,158,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c02.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c02.avi,168,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c03.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c03.avi,133,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c04.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c04.avi,142,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c05.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c05.avi,98,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c06.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c06.avi,162,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c07.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c07.avi,114,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi,120,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi,117,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi,146,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi,224,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi,276,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c01.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c01.avi,176,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c02.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c02.avi,258,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c03.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c03.avi,210,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c04.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c04.avi,191,320.0,240.0,0
/mnt/d/Datasets/UCF101/UCF-101/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c05.avi,/mnt/d/Datasets/UCF101_Flow/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c05.avi,194,320.0,240.0,0
